Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,RT similarity,m/z similarity,Simple dot product,Weighted dot product,Reverse dot product,Matched peaks count,Matched peaks percentage,Total score,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,5102023_All_QC_003,5102023_All_QC_040,5102023_BLD_1_022,5102023_BLD_2_023,5102023_BLD_QC_021,5102023_GER_1_032,5102023_GER_2_033,5102023_GER_3_034,5102023_GER_4_035,5102023_GER_5_036,5102023_GER_6_037,5102023_GER_QC_031,5102023_IPA_1_012,5102023_IPA_2_013,5102023_IPA_QC_011,5102023_SOU_1_017,5102023_SOU_2_018,5102023_SOU_QC_016,5102023_STU_1_007,5102023_STU_2_008,5102023_STU_QC_006,5102023_WHE_1_027,5102023_WHE_2_028,5102023_WHE_QC_026,582023_All_QC_003,582023_BLD_1_022,582023_BLD_2_023,582023_BLD_QC_021,582023_GER_1_032,582023_GER_2_033,582023_GER_3_034,582023_GER_4_035,582023_GER_5_036,582023_GER_6_037,582023_GER_QC_031,582023_IPA_1_012,582023_IPA_2_013,582023_IPA_QC_011,582023_SOU_1_017,582023_SOU_2_018,582023_SOU_QC_016,582023_STU_1_007,582023_STU_2_008,582023_STU_QC_006,582023_WHE_1_027,582023_WHE_2_028,582023_WHE_QC_026,592023_All_QC_003,592023_All_QC_040,592023_BLD_1_022,592023_BLD_2_023,592023_BLD_QC_021,592023_GER_1_032,592023_GER_2_033,592023_GER_3_034,592023_GER_4_035,592023_GER_5_036,592023_GER_6_037,592023_GER_QC_031,592023_IPA_1_012,592023_IPA_2_013,592023_IPA_QC_011,592023_SOU_1_017,592023_SOU_2_018,592023_SOU_QC_016,592023_STU_1_007,592023_STU_2_008,592023_STU_QC_006,592023_WHE_1_027,592023_WHE_2_028,592023_WHE_QC_026,1,2,3,4,5,6,7,1,2,3,4,5,6,7
23,0.811,89.02409,Unknown,[M-H]-,null,0.1,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,23,0,0,null,null,null,null,null,null,null,92719.89,5102023_SOU_1_017,88.98620:881 89.02389:136439 89.03752:3885 89.06205:4481 89.07274:2723 89.08359:1796 89.09438:2005 89.10510:1466 89.11576:904 89.15903:1566 89.17334:610 89.17968:702 89.19044:915 89.20126:779 89.21105:1152 89.22365:778 89.25667:1025 89.26852:616 89.28934:451 89.31146:462 89.33367:447 89.35524:434 89.39749:240 89.41147:446 89.42176:386 89.43243:289 89.44374:478 89.45461:460 89.46630:261 89.52236:581 89.58892:301 89.60102:284 89.64681:210 89.66885:381 89.68144:246 89.69017:196 89.71449:228 89.73019:134 89.85170:507 90.02691:8148 90.05858:229 91.00265:11040 91.03001:1415,71.01305:1599 87.00795:2581 89.02361:44275 89.05465:996 90.02710:1768,1700203,1622708,963212,952214,1362960,1113890,851942,1422714,1239406,1159368,697315,1084621,905871,1038435,1072929,5951003,5015229,6615842,699519,963837,878947,741683,689158,698187,677130,521509,458722,531814,514895,381723,591690,586012,529024,345484,493375,334588,394905,366048,2294503,1652213,1950155,246577,353173,231949,347729,300394,353846,1376074,1275182,846479,802507,997456,923939,712801,1134976,989671,939153,605057,879964,690992,875328,826073,6913625,4139415,5632080,588993,809325,704558,619145,532922,537476,1330259.487,826319.162,818905.657,722796.5158,4462673.94,608542.1335,535615.4914,404380.7162,288878.1132,304108.0359,290724.9702,2047808.367,272855.173,167005.5268
24,0.71,89.0241,Unknown,[M-H]-,null,0.9,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,24,0,0,null,null,null,null,null,null,null,23943.25,582023_SOU_QC_016,89.02336:131395 89.06169:4236 89.07232:2537 89.08233:2012 89.09379:2070 89.10519:1213 89.11532:1131 89.14724:986 89.16071:1014 89.17421:404 89.17939:716 89.19034:1441 89.20112:535 89.21083:1004 89.22307:712 89.23434:524 89.24393:573 89.25605:631 89.26777:510 89.28926:815 89.30008:409 89.31097:593 89.32167:536 89.34283:395 89.35445:198 89.36589:365 89.37732:331 89.38810:443 89.41084:358 89.43222:372 89.44397:410 89.46677:657 89.47689:481 89.48868:297 89.53365:163 89.54382:240 89.56601:187 89.61209:214 89.63695:416 89.66776:294 89.69020:257 89.83433:213 89.84823:222 90.02651:8517 90.08212:226 90.73427:195 91.00141:1909 91.02828:1831,87.00719:929 89.02309:10638,2439972,2187859,1299693,1220336,1792720,1532837,1157123,1816736,1304438,1492897,711115,1478156,1235069,1521532,1453462,4535517,3140020,3949096,716751,1425880,894312,1029699,918462,1037470,851590,677449,464742,659562,679796,475099,733613,590897,652237,349698,496682,424369,398896,369541,1957769,2398930,2248061,249108,355806,233278,461020,402177,525253,2007260,1808865,1140298,1022500,1348106,1257687,933681,1515845,1003390,1266064,613605,1252945,970162,1212951,1177963,3823853,2553262,3238190,927534,1082314,969181,844841,766253,739333,1859109.227,1069489.437,1014978.051,973771.6957,3093855.322,761573.8084,747167.5807,609312.5182,413992.1477,427386.7192,460265.4497,876563.3163,409391.8512,238105.221
25,11.967,96.95861,Unknown,[M-H]-,null,0.01,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,25,0,0,null,null,null,null,null,null,null,6069.25,582023_All_QC_003,96.95861:18758 96.99257:241 98.95410:1250,79.95599:8017 80.12720:538 96.95840:10078,293746,107571,175809,177942,176581,114097,167137,162182,163820,164943,161492,173382,357859,274874,286871,259785,249994,276918,278316,299326,351097,178391,113880,176663,1489636,1263350,1043112,721080,442229,531426,497343,521735,338599,520221,606124,1002992,1541580,560226,1316745,738563,690095,590657,773958,991738,584681,1367845,1054127,727723,284883,529985,519518,543337,477486,382334,383054,440990,362246,427043,378303,678682,629719,672502,595415,579624,589343,721286,691947,759059,511808,486198,481754,580711.7455,572301.5248,353151.6813,667256.0955,588498.0477,606375.9879,550594.1744,557108.8413,386665.6477,155028.9599,400712.7569,332233.2655,246916.9465,418640.0059
26,4.158,96.95866,Unknown,[M-H]-,null,0.01,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,26,0,0,null,null,null,null,null,null,null,23235.5,582023_IPA_2_013,96.95866:71434 96.99093:727 97.00838:524 97.02086:310 97.02977:718 97.09324:174 97.13479:632 97.14386:289 97.96011:1089 98.95433:4716 99.00795:436,79.95595:29503 79.98538:577 81.95134:1083 96.95870:28054 96.99146:676 98.95531:1278,300993,206070,247169,244990,239869,212109,214022,228593,214500,223199,217996,215487,268847,252788,253634,257744,250743,249913,273944,287547,283606,214650,211970,220515,179644,176591,182319,163364,163107,146732,145903,135637,139684,140534,164572,147526,1115901,147489,166091,169650,174899,145311,128966,151467,586728,166330,165246,303403,220180,248079,251620,247474,233784,233013,231591,226642,237003,231266,232983,251141,244299,259605,268054,231999,254326,261146,275823,269015,413749,440337,224363,242058.0733,222386.1314,199445.6226,326803.3152,224824.3361,230758.0577,293765.3843,56801.6746,36675.98448,38429.90311,299626.1918,42074.22287,67315.13894,148994.8471
27,3.752,96.95872,Unknown,[M-H]-,null,0.01,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,27,0,0,null,null,null,null,null,null,null,28648.38,582023_All_QC_003,96.95872:40846 96.99148:445 97.01257:225 97.02072:358 97.02836:413 97.03471:225 98.95529:2454,79.95625:9533 96.95874:11084 98.95500:742,264476,341462,852855,388281,234102,768663,376632,365567,335949,797737,796567,773295,884206,441797,448851,941122,861027,883200,240261,234279,236493,347128,177171,184935,1636191,652259,613355,192081,556473,407219,489641,162361,183489,178290,581022,515735,162439,224217,263269,615982,595924,172584,198978,226575,131606,563205,276786,1017544,395325,866998,955041,873029,848325,850983,352599,801229,835460,751181,820487,441094,870166,937459,495242,866885,928631,449087,943747,468447,188574,208177,359418,730999.678,625333.5181,573008.0954,547329.2507,716809.2037,352272.1462,270777.8578,588120.0702,291131.4345,249319.9636,286262.9856,236051.561,246011.431,134820.4981
28,0.71,96.959,Unknown,[M-H]-,null,0.01,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,28,0,0,null,null,null,null,null,null,null,9238.94,582023_STU_QC_006,96.95900:27506 97.02839:782 98.95408:698 98.96022:564,78.95753:5543 79.95605:12878 96.95848:19948 98.95453:858,2382271,2023008,2831416,1785127,1755645,2692428,2443359,2027445,2233312,1977875,2061095,2324119,2951348,1886393,2379931,2049833,1742776,1857761,1665316,2019932,1762884,2076193,2520147,2307899,1391225,2013776,1317155,2149014,1877965,1516340,1356365,1447283,1318401,1277749,1689609,1663583,1267741,1372506,1344922,535381,1327574,1025746,1075958,1611367,1067706,1771591,1733380,2167657,1877920,2537072,1603972,1660477,2509103,2249232,1992054,2056862,1821004,1894914,2110209,2560169,925021,2060508,1977106,949069,1508367,617060,1903802,875991,1627936,2436327,2091955,1968416.106,1961517.143,1946510.501,1896355.487,1476976.623,1395339.593,1959237.097,372589.6748,478674.8227,400710.5104,659715.3077,499996.6769,502162.929,459061.9665
29,10.547,96.95935,Unknown,[M-H]-,null,0.58,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,29,0,0,null,null,null,null,null,null,null,23640.52,5102023_All_QC_003,96.95906:33537 96.99130:758 97.00661:196 98.90650:502 98.95480:1803 99.00607:322,79.95621:12954 81.95542:540 96.95902:16139 98.95623:898,2030853,1452462,1690609,1706173,1653377,1688641,1580087,1591379,1556973,1572619,1580091,1622573,1640569,1678449,1765411,1655830,1647203,1723839,1829459,1856757,1833863,1655558,1678694,1652272,311328,370912,343498,373352,262748,539163,294833,274193,408240,273827,282688,366276,385809,335393,379861,405399,348611,308831,188273,346127,319520,640794,305975,1722203,990136,1027461,1425843,1041510,1031230,1442339,1412666,1306478,1398676,1267655,1430759,1166683,1096009,1100449,1373502,1476156,1459403,1406175,1514015,1730434,1392284,1355653,1388622,1301396.316,1070304.023,1086564.534,1059449.651,1163311.479,1223770.473,1154374.733,672518.2983,587504.3457,566317.6268,580118.2434,599228.8747,724015.943,570801.1177
30,0.608,96.95953,Unknown,[M-H]-,null,0.55,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,30,0,0,null,null,null,null,null,null,null,30198.51,5102023_GER_1_032,96.94167:209 96.95936:138904 96.99885:2125 97.00997:1591 97.02201:2137 97.03192:1459 97.04358:652 97.05514:463 97.06803:279 97.07893:258 97.08866:573 97.09836:278 97.10431:463 97.11684:378 97.12243:236 97.15253:355 97.16807:656 97.21484:289 97.22319:427 97.24914:173 97.25731:218 97.31566:432 97.36296:232 97.39677:210 97.41046:238 97.45738:292 97.54882:200 97.63196:195 97.95799:1045 98.02930:242 98.93814:488 98.95546:8120 99.00722:1199,62.96252:552 78.95791:12782 79.95635:29360 79.98600:915 81.95269:1002 96.95928:38396 96.99213:1283 98.95594:1721,4365219,3312734,4472812,3478212,3405628,4638718,3912943,3475010,3798150,2222348,3567139,4153602,3270678,2157440,2679120,3672727,3332784,3645477,1977354,2173611,2072684,3605264,4159524,3913531,1779565,2390207,2417652,4082568,3603997,3032333,1649208,2023483,2634840,2855116,2024874,3477986,1595905,1649077,1559043,1211594,1562228,1475497,1152838,1165153,1258062,3188433,1988226,2544749,2138441,3007913,3162873,3186502,4730187,2778035,3720845,3767825,2221161,2170366,2401410,2907640,1769497,2381323,2279214,1695931,1676207,781842,2066853,1067726,1782963,4254932,2534188,2828141.438,3289373.995,3113409.059,2432073.932,2292800.596,1548173.166,2965013.532,1031133.884,684932.6754,906176.045,699433.0857,986994.4408,529843.993,1112481.446
31,10.649,96.95955,Unknown,[M-H]-,null,0.1,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,31,0,0,null,null,null,null,null,null,null,22603.17,592023_IPA_1_012,96.95926:27749 96.99178:373 97.02817:344 98.95495:1731,79.95657:12801 96.95911:15508,1469280,1066175,1178217,1193805,1170746,1138255,1108352,1127729,1099214,1109433,1123674,1143892,1226917,1196763,1259774,1210338,1208647,1234892,1322524,1327677,1395572,1150138,1128719,1164972,648953,457466,419323,458335,324818,560860,499693,332442,425019,460269,342907,449903,474506,414502,465544,707984,430376,679336,170392,424815,389427,658707,455715,1383688,1464725,1402130,1108074,1419148,1387437,1072596,1043584,1025113,1037251,993752,1075794,1517204,1507490,1439139,1118910,1128598,1115227,1203111,1223938,1391287,1068194,1051936,1068131,1206564.279,978582.6212,877718.3352,1054021.899,957835.2606,1015405.895,903993.3391,352731.554,413574.5994,343103.3267,470487.9115,329068.8267,465316.4057,312427.2322
32,8.722,100.93228,Unknown,[M-H]-,null,0.01,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,32,0,0,null,null,null,null,null,null,null,10781.44,5102023_IPA_QC_011,100.93228:10603 100.96657:221 101.93360:1722 102.92639:150 102.95222:3164,99.92675:523,14740,293228,293873,312901,290122,291793,314376,301857,298499,294586,337442,300512,410416,424548,1478707,318723,310244,319014,200447,250598,68687,290914,271349,288264,126565,160624,150998,150948,156548,150574,154176,153641,151518,154557,130333,154900,157644,145834,137563,139315,149030,117859,114713,136192,153140,148397,149077,10092,230198,236597,244828,240602,258275,245771,253042,290396,249199,252900,230242,252984,247539,269889,228317,276142,239901,211240,160734,151438,235595,239330,228982,134964.4237,231277.131,236678.0053,393606.7725,235360.9271,156878.6361,222783.3092,126722.5018,63474.19936,67724.29069,419694.8913,77079.47594,56110.55501,58716.031
33,9.026,100.93235,Unknown,[M-H]-,null,0.01,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,33,0,0,null,null,null,null,null,null,null,12340.38,5102023_IPA_1_012,100.93235:13031 101.93353:1854 102.93644:646 102.95488:2921,99.92542:773,27966,386068,367793,387243,380555,380263,393909,383788,379143,378482,403709,393761,1559285,495889,349682,402899,415391,403646,116627,132463,142089,360401,361796,367763,194805,201280,204101,200671,206671,183504,191834,201457,197924,204200,174106,202211,211530,188923,171403,181193,188013,169930,157032,191131,193377,310035,175972,17421,309443,318250,316883,319327,332455,336854,330034,346503,322924,325609,302814,321969,319600,328489,309074,353821,320865,120811,282589,83928,298174,310105,300768,187140.3704,299566.7934,303330.711,441953.1011,305145.0964,155177.7893,297599.0914,164871.2288,77857.88525,83612.91833,429634.9543,100632.5147,57204.13194,69790.10987
34,1.825,100.93257,Unknown,[M-H]-,null,0.01,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,34,0,0,null,null,null,null,null,null,null,5962.19,592023_GER_1_032,100.93249:8815 100.96494:213 101.02213:972 101.93666:2539 102.93076:575,99.92244:583,0,865850,798276,996327,955559,1464366,875609,884043,882898,874156,890647,541222,115860,259205,66844,424515,481540,420168,0,0,0,513079,855024,788544,97034,542664,545645,189268,456761,251794,483526,210583,309394,328266,527016,388953,395531,228380,214106,219491,293298,167711,90286,221950,172736,173430,321718,0,721355,745872,904780,842866,912239,804772,509414,294508,738230,487822,500416,509562,328432,254612,448252,698599,384972,16682,90342,0,681198,763018,719293,336847.8449,724584.1588,629889.5658,283042.2903,398326.5224,65219.00687,554226.6777,421939.7616,257685.8588,306699.4323,139775.8337,149110.7331,83440.53347,268942.5719
35,9.635,100.93279,Unknown,[M-H]-,null,0.49,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,35,0,0,null,null,null,null,null,null,null,14804.91,5102023_GER_4_035,100.93230:17563 100.96695:431 100.98292:351 101.02413:652 101.93330:1979 102.00767:474 102.93255:1118 102.95490:1961,99.92570:843,72874,1525087,1982766,1643735,1970017,1598946,1998199,1748613,1761631,2052833,2108737,1427899,406721,771010,202161,2065306,797555,1655506,67457,77432,50957,1699871,1395767,1560526,944871,334512,343066,640734,164172,300116,357912,327937,326962,362494,319806,384340,380781,314417,208815,320336,329635,631335,334420,801361,190107,188013,287233,32339,1401976,1344972,1397890,1309977,1473919,1337282,1429769,675445,1365263,1282024,659408,1177880,1563054,541703,1642772,672280,1429563,61005,100492,49650,1172740,1217985,1284060,795429.517,1218629.822,1099017.556,638007.3303,1013529.722,241567.6374,999589.1323,711868.2097,639128.5567,676106.7518,454534.8204,693387.4247,286538.4777,606421.0508
36,9.533,100.93283,Unknown,[M-H]-,null,0.17,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,36,0,0,null,null,null,null,null,null,null,11164.1,5102023_SOU_2_018,100.93248:15811 100.96560:254 100.98106:154 101.02236:518 101.93424:2033 102.00979:327 102.93170:670 102.95587:2114,99.92420:1034,117728,865363,800313,845217,814955,809690,821594,855732,873420,848802,838524,801772,508545,2238427,239820,848962,2067212,820813,76429,86603,57887,755413,770277,773446,663580,776946,768092,356462,372037,600678,745943,649371,646651,686806,651677,760712,694942,638486,212424,680072,667796,416095,604321,500756,685458,230600,705668,32149,721100,714341,681970,698758,732610,770769,723333,1380399,721942,714872,1352436,640358,666926,1549521,698454,1793159,687133,72710,117500,56407,638785,680979,669955,479984.0754,717450.2653,790431.3509,881970.9399,941780.6279,220967.7732,656731.2068,378202.0488,146087.5592,221865.63,617554.6886,593112.8253,220403.7092,166637.9953
37,0.811,101.02342,Unknown,[M-H]-,null,0.04,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,37,0,0,null,null,null,null,null,null,null,7201.38,5102023_STU_1_007,101.02342:8742 102.02640:781 103.03753:352,null,491096,129099,355737,68619,150508,118927,170224,135445,499954,161060,264980,210415,214394,548393,278901,183625,285754,128137,793099,354794,693079,116475,197740,183171,45679,158020,48335,150232,74830,255359,124368,147354,111854,249747,140888,89431,226898,142980,109806,299008,148738,117719,79773,131592,147503,132734,154944,141704,80975,62384,50230,98220,68820,95222,57702,111651,99910,169543,53117,83787,293951,97272,68115,105300,75920,220504,129596,165521,78178,76764,63190,177710.7138,126920.5703,158160.4621,219556.2879,156044.6518,298408.6787,127855.594,179346.2261,96740.04079,100102.1617,147247.0018,84941.53954,265557.5587,48058.09702
38,0.608,101.0235,Unknown,[M-H]-,null,0.03,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,38,0,0,null,null,null,null,null,null,null,6278.13,5102023_BLD_QC_021,101.02349:11539 102.02353:931 103.00333:3067 103.03958:524,59.01273:2834 99.92535:508,110918,421548,82278,186518,447007,372483,148068,382076,76388,63828,229644,185263,201913,116344,242027,163288,247500,390725,137571,98674,113699,258241,172214,159401,96007,139691,103732,136762,169888,45001,108883,124708,94844,67749,50384,216819,197615,125882,98490,81688,131443,342573,70951,114451,128407,114616,133927,125494,164170,114475,113659,212810,213131,83531,118588,94651,88248,149293,102808,211006,68957,251831,172951,223042,145391,188133,120143,139745,207068,174156,115483,183627.3143,170770.1365,141402.7855,181377.1784,183835.3929,147326.7049,162612.4956,135396.1945,111355.3446,93331.7751,62658.57725,94124.41229,79913.96278,47268.73537
39,0.71,101.0235,Unknown,[M-H]-,null,0.01,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,39,0,0,null,null,null,null,null,null,null,6308.06,5102023_IPA_QC_011,101.02350:3515,67.01809:2890,262092,202278,193167,119176,258951,193198,190798,230477,202209,159668,536197,274902,220380,283486,455607,327013,397225,202492,356876,256789,302010,182608,425865,321968,83252,235577,98616,196567,126589,121025,191736,203567,183167,168137,123177,152085,390335,214556,140544,203380,207316,197666,97781,171186,246264,234134,209368,218559,139196,114080,91076,176018,128478,117256,118170,155564,102126,283251,102389,148562,163086,159278,112405,171511,127573,226623,132187,231083,137067,134938,108914,181075.2946,164803.2403,186289.4279,243041.6565,209939.9331,219133.4156,222347.4406,70252.36189,61525.61702,95645.48993,112054.0211,94523.22232,81012.48518,100984.2912
40,1.014,103.03892,Unknown,[M-H]-,null,0.01,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,40,0,0,null,null,null,null,null,null,null,5761.81,5102023_SOU_1_017,103.03892:21275 104.04297:897,57.03310:1953 103.03962:1406,22300,54077,6672,16387,14347,13364,43678,19091,19965,5128,8795,10849,8920,20980,14752,186018,7059,112968,59098,10152,25801,8744,5993,5695,6067,3362,8835,5214,5411,22527,17569,9194,4644,4177,6877,2240,11499,5589,56810,4568,51426,13277,2920,15265,3751,3178,3799,49520,13989,4331,10100,11776,8928,11915,13526,14440,5128,4860,6871,5781,18869,13043,176270,8105,77127,40423,4673,14526,7169,5109,6084,29190.50561,9002.630647,12235.09671,11297.14064,75594.69411,20681.60501,5502.57231,21482.11108,4547.618214,9092.987479,6293.044635,69787.02977,18358.82448,1782.775684
41,9.33,106.00316,Unknown,[M-H]-,null,0.01,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,41,0,0,null,null,null,null,null,null,null,20895.94,582023_SOU_1_017,106.00304:22613 106.03684:385 107.00649:918 108.00425:278,null,2711352,1403956,1406587,2460409,2339148,2265155,1422808,1362041,2447607,1399793,2389492,1467827,3070331,2957789,1773831,1457441,2567703,1434253,2685937,2632089,1627340,2390823,2368235,2302026,706309,1411961,1416584,1465997,1333142,1244479,1375523,1317956,1312090,1324453,1242197,850619,864152,1271846,2183392,796540,1402454,531923,641163,725308,1391223,1393074,1337612,1170045,1237816,1288151,1249120,1289302,1238003,1453491,1237738,1263432,1236668,1225737,2059970,1305196,1237357,2575227,1252612,2394323,1417067,1122493,1215238,2195797,2210743,1329197,2162283,1445895.597,1591917.744,1505695.419,1767372.183,1656198.168,1486365.455,1876135.09,753246.1188,464666.5608,402370.5854,877765.5752,587986.9529,843006.0783,492433.7484
